name,type,episodes,rating,members
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,OVA,1,7.49,8812
Tibet Inu Monogatari,Movie,1,7.49,2647
Time Travel Tondekeman!,TV,39,7.49,957
Uchuu no Stellvia,TV,26,7.49,15471
Yokoyama Mitsuteru Sangokushi,TV,47,7.49,2849
Yowamushi Pedal: Special Ride,OVA,1,7.49,10737
Ai no Wakakusa Monogatari,TV,48,7.48,3334
Air,TV,13,7.48,188861
Akazukin Chacha,TV,74,7.48,7581
Carnival Phantasm: HibiChika Special,Special,1,7.48,14893
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,Movie,1,7.48,1478
Deadman Wonderland,TV,12,7.48,453454
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,Movie,1,7.48,6442
Ginban Kaleidoscope,TV,12,7.48,29837
GJ-bu,TV,12,7.48,83838
Gokusen,TV,13,7.48,22009
Happy Birthday: Inochi Kagayaku Toki,Movie,1,7.48,1356
Honobono Log,TV,10,7.48,9053
Huyao Xiao Hongniang,ONA,13,7.48,2696
Ikoku Meiro no Croisee The Animation,TV,12,7.48,38652
Initial D Extra Stage,OVA,2,7.48,15363
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Movie,1,7.48,2941
Kimikiss Pure Rouge,TV,24,7.48,58211
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,OVA,1,7.48,17204
Lupin III: Kutabare! Nostradamus,Movie,1,7.48,4383
Maria-sama ga Miteru,TV,13,7.48,33989
Prince of Tennis: A Day on Survival Mountain,OVA,1,7.48,11817
Re:?Hamatora,TV,12,7.48,73903
Ristorante Paradiso,TV,11,7.48,22229
Seitokai no Ichizon Lv.2,ONA,10,7.48,41169
"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",Special,1,7.47,4955
Shigofumi Special,Special,1,7.48,11797
Shin Getter Robo,OVA,13,7.48,4603
Soredemo Machi wa Mawatteiru,TV,12,7.48,31906
Tokimeki Tonight,TV,34,7.48,3057
Yankee-kun na Yamada-kun to Megane-chan to Majo,Special,1,7.48,7170
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,Movie,1,7.48,1034
Yowamushi Pedal: Re:RIDE,Movie,1,7.48,4749
Yowamushi Pedal: Re:ROAD,Movie,1,7.48,3088
Yuu?Yuu?Hakusho: Eizou Hakusho,OVA,2,7.48,6352
Zoids,TV,67,7.48,27614
Air in Summer,Special,2,7.47,29514
Appleseed Saga Ex Machina,Movie,1,7.47,28365
Cross Ange: Tenshi to Ryuu no Rondo,TV,25,7.47,75807
D-Frag! OVA,OVA,1,7.47,28116
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,OVA,1,7.47,5369
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,Movie,1,7.47,1269
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,Movie,1,7.47,787
Fate/kaleid liner Prisma?Illya 2wei!,TV,10,7.47,56859
Futatsu no Spica,TV,20,7.47,5894
Gatchaman Crowds,TV,12,7.47,107513
Gatchaman Crowds Insight,TV,12,7.47,41220
Grisaia no Meikyuu Special,Special,1,7.47,16648
Hakushaku to Yousei,TV,12,7.47,63915
Hana to Alice: Satsujin Jiken,Movie,1,7.47,9766
"Hetalia Axis Powers Movie: Paint it, White",Movie,1,7.47,36986
High School DxD OVA,OVA,2,7.47,91154
Hitsugi no Chaika,TV,12,7.47,164510
JoJo no Kimyou na Bouken,OVA,6,7.47,24523
Kuroko no Basket: Oshaberi Demo Shimasen ka,Special,1,7.47,8011
Legend of Basara,TV,13,7.47,6033
Legendz: Yomigaeru Ryuuou Densetsu,TV,50,7.47,1370
Lupin III: Walther P-38,Special,1,7.47,3134
Macross F Music Clip Shuu: Nyankuri,Music,1,7.47,3010
Mazinkaiser,OVA,7,7.47,4681
Mei to Koneko Bus,Special,1,7.47,7714
Minami-ke Omatase,OVA,1,7.47,15050
Mobile Suit Gundam 0083: Stardust Memory,OVA,13,7.47,20238
Mushibugyou,TV,26,7.47,40155
Nerima Daikon Brothers,TV,12,7.47,5374
Ookami Shoujo to Kuro Ouji,TV,12,7.47,145439
Precure All Stars Movie New Stage 3: Eien no Tomodachi,Movie,1,7.47,1570
"Prince of Tennis: The Two Samurai, The First Game",Movie,1,7.47,14249
Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,OVA,1,7.47,1313
Shinrei Tantei Yakumo,TV,13,7.47,78952
Slam Dunk (Movie),Movie,1,7.47,8750
Slayers Special,OVA,3,7.47,12820
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,OVA,13,7.47,3499
Tales of the Abyss,TV,26,7.47,74901
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,1,7.47,24618
Tonari no Seki-kun OVA,OVA,1,7.47,20774
Toshokan Sensou: Koi no Shougai,Special,1,7.47,6581
Wagamama?Fairy Mirumo de Pon!,TV,172,7.47,8713
Yozakura Quartet: Hoshi no Umi,OVA,3,7.47,22065
Zegapain,TV,26,7.47,20644
Zettai Karen Children,TV,51,7.47,25876
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,Movie,1,7.47,35058
Afro Samurai: Resurrection,Movie,1,7.46,51064
Cardcaptor Sakura: Leave It to Kero-chan,Movie,1,7.46,20410
Chiisana Pengin: Lolo no Bouken,OVA,3,7.46,1459
Doraemon Movie 07: Nobita to Tetsujin Heidan,Movie,1,7.46,1272
Doraemon Movie 15: Nobita to Mugen Sankenshi,Movie,1,7.46,1204
Final Fantasy VII: Last Order,OVA,1,7.46,48041
Fukigen na Mononokean,TV,13,7.46,44786
Grappler Baki: Saidai Tournament-hen,TV,24,7.46,13584
Handa-kun,TV,12,7.46,69621
Hentai Ouji to Warawanai Neko.,TV,12,7.46,201735
Highschool of the Dead,TV,12,7.46,535892
Higurashi no Naku Koro ni Kai Specials,Special,24,7.46,28216
Kurau Phantom Memory,TV,24,7.46,17463
Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,OVA,1,7.46,5091
Meitantei Holmes,TV,26,7.46,3985
Miracle Giants Doumu-kun,TV,49,7.46,680
Mobile Police Patlabor,OVA,7,7.46,8516
Mobile Suit Gundam Seed Special Edition,Special,3,7.46,7118
Nekojiru-sou,OVA,1,7.46,34568
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Movie,1,7.46,33028
Pokemon: Maboroshi no Pokemon Lugia Bakutan,Movie,1,7.46,78876
Prince of Tennis: Pairpuri,Special,8,7.46,3315
Rec,TV,9,7.46,68951
Rurouni Kenshin Recap,Special,1,7.46,4527
Sabagebu!,TV,12,7.46,67306
"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...",TV,13,7.46,25750
Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,TV,13,7.46,17466
Shakugan no Shana Movie,Movie,1,7.46,43962
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,Movie,1,7.46,2123
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Movie,1,7.46,8266
Speed Grapher,TV,24,7.46,64627
"Suisei no Gargantia: Meguru Kouro, Haruka",OVA,2,7.46,20151
Uta no?Prince-samad Maji Love 2000%: Shining Star Xmas,Special,1,7.46,13903
Yawara! Special: Zutto Kimi no Koto ga... .,Special,1,7.46,855
Aa! Megami-sama! (2011),OVA,3,7.45,12872
Aa! Megami-sama! (TV),TV,24,7.45,96694
Amanchu!,TV,12,7.45,40481
Bamboo Blade,TV,26,7.45,61649
Bishoujo Senshi Sailor Moon SuperS Special,Special,3,7.45,12317
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Special,4,7.45,3174
Captain Tsubasa: Road to 2002,TV,52,7.45,19746
Cuticle Tantei Inaba,TV,12,7.45,50019
Fresh Precure!,TV,50,7.45,7004
Fullmetal Alchemist: Premium Collection,OVA,3,7.45,44313
Fushigiboshi no?Futagohime,TV,51,7.45,5074
Ginga Kikoutai Majestic Prince,TV,24,7.45,35196
Groove Adventure Rave,TV,51,7.45,56353
Hakuouki Reimeiroku Tokuten Disc,OVA,2,7.46,2178
Hanamaru Youchien,TV,12,7.45,40243
Hatsukoi Limited,TV,12,7.45,54796
"High School DxD New: Oppai, Tsutsumimasu!",OVA,1,7.45,41436
High School! Kimengumi,TV,86,7.45,1316
Hikaru no Go: New Year Special,Special,1,7.45,7418
Hokuto no Ken: Toki-den,OVA,1,7.45,3662
Inazuma Eleven Go: Chrono Stone,TV,51,7.45,11939
Keroro Gunsou Movie 1,Movie,1,7.45,3606
Mahoraba: Heartful days,TV,26,7.45,16764
Midori no Hibi,TV,13,7.45,87938
Natsu no Arashi! Akinaichuu,TV,13,7.45,12088
Ookami Shoujo to Kuro Ouji OVA,OVA,1,7.45,19592
Papa no Iukoto wo Kikinasai! OVA,OVA,2,7.45,19904
Potemayo Specials,Special,6,7.45,2975
s.CRY.ed,TV,26,7.45,52784
Saber Marionette J,TV,25,7.45,17561
Saint Seiya: Soushuuhen,Special,1,7.45,4031
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,Movie,1,7.45,4199
Shikabane Hime: Kuro,TV,12,7.45,46709
Shin Taketori Monogatari: 1000-nen Joou,TV,42,7.45,1805
Shoukoushi Cedie,TV,43,7.45,1501
Shuangsheng Lingtan,ONA,20,7.45,1227
Steamboy,Movie,1,7.45,40812
Strawberry Panic,TV,26,7.45,72790
Tiger Mask Nisei,TV,33,7.45,2225
Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,Movie,1,7.45,2210
Yowamushi Pedal: Spare Bike,Movie,1,7.45,4009
Yuyushiki,TV,12,7.45,50351
Zoids Shinseiki/Zero,TV,26,7.45,16381
Beelzebub Specials,Special,16,7.44,9834
Bishoujo Senshi Sailor Moon Memorial,OVA,5,7.44,7981
Black Bullet,TV,13,7.44,320267
Brigadoon: Marin to Melan,TV,26,7.44,5636
C: The Money of Soul and Possibility Control,TV,11,7.44,156853
Doraemon: Obaachan no Omoide,Movie,1,7.44,835
El Hazard: The Magnificent World,OVA,7,7.44,10130
Erementar Gerad,TV,26,7.44,63193
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,Special,1,7.44,26382
Galaxy Angel 3,TV,26,7.44,6244
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,OVA,1,7.44,26587
Love Hina Christmas Special: Silent Eve,Special,1,7.44,45137
Maoyuu Maou Yuusha,TV,12,7.44,164445
Minami-ke Natsuyasumi,OVA,1,7.44,9580
Nabari no Ou,TV,26,7.44,107384
Needless,TV,24,7.44,86942
One Piece Movie 5: Norowareta Seiken,Movie,1,7.44,35357
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,Movie,1,7.44,31909
One Piece: Umi no Heso no Daibouken-hen,Special,1,7.44,19649
Rekka no Honoo,TV,42,7.44,35258
Rozen Maiden (2013),TV,13,7.44,46117
Soukou Kihei Votoms: Pailsen Files,OVA,12,7.44,2861
Soukyuu no Fafner: Dead Aggressor - Exodus,TV,13,7.44,11882
Strike the Blood,TV,24,7.44,231387
Strike the Blood: Valkyria no Oukoku-hen,OVA,2,7.44,29176
Tales of Zestiria the X: Saiyaku no Jidai,Special,1,7.44,26647
Tari Tari,TV,13,7.44,80960
Tegamibachi Gakuen,Special,25,7.44,6649
Trinity Blood,TV,24,7.44,113791
Air Gear Special,Special,1,7.43,33597
Ao no Exorcist: Kuro no Iede,Special,1,7.43,59755
Break Blade,TV,12,7.43,46601
Damekko Doubutsu,TV,26,7.43,8024
Detective Conan OVA 02: 16 Suspects,OVA,1,7.43,8548
Doraemon Movie 09: Nobita no Parallel Saiyuuki,Movie,1,7.43,1189
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,Movie,1,7.43,1034
ef: A Tale of Melodies. - Prologue,Special,1,7.43,13745
Ganbarist! Shun,TV,30,7.43,1700
Ginga Tetsudou no Yoru,Movie,1,7.43,7755
Haiyore! Nyaruko-san W,TV,12,7.43,84442
Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,OVA,1,7.43,21413
Hori-san to Miyamura-kun,OVA,3,7.43,26535
Hyouka: Motsubeki Mono wa,OVA,1,7.43,68823
Kakumeiki Valvrave 2nd Season,TV,12,7.43,57434
Kannagi,TV,13,7.43,94202
Kekkai Sensen: Ousama no Restaurant no Ousama,OVA,1,7.43,9335
Kiba,TV,51,7.43,47651
Koi ni Naritai Aquarium,Music,1,7.43,1683
Mobile Suit Gundam I,Movie,1,7.43,12877
Nagasarete Airantou,TV,26,7.43,52817
Naruto: Shippuuden Movie 1,Movie,1,7.43,108170
Naruto: Shippuuden Movie 2 - Kizuna,Movie,1,7.43,97818
One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,Special,1,7.43,17175
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,TV,13,7.43,194791
Oseam,Movie,1,7.43,3648
Ou Dorobou Jing in Seventh Heaven,OVA,3,7.43,8561
Peace Maker Kurogane,TV,24,7.43,35123
Pokemon,TV,276,7.43,229157
Robot Carnival,OVA,1,7.43,7213
Rurouni Kenshin: Special Techniques,Special,1,7.43,6677
Shounen Maid,TV,12,7.43,30363
Slayers Excellent,OVA,3,7.43,13842
Strike Witches 2,TV,12,7.43,51114
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",Special,1,7.44,5533
Tekken Chinmi,TV,20,7.43,1833
Tenkuu Senki Shurato,TV,38,7.43,4914
Tobe! Isami,TV,50,7.43,854
Trinity Seven,TV,12,7.43,208796
Unico,Movie,1,7.43,2063
Uragiri wa Boku no Namae wo Shitteiru,TV,24,7.43,55040
Ansatsu Kyoushitsu (TV): Deai no Jikan,Special,1,7.42,29382
Biohazard: Damnation,Movie,1,7.42,10737
Black Jack: Futari no Kuroi Isha,Movie,1,7.42,2634
Cheonnyeon-yeowoo Yeowoobi,Movie,1,7.42,9045
Detroit Metal City: Birth of the Metal Devil,Special,1,7.42,16101
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV,24,7.42,12505
Dokidoki Densetsu: Mahoujin Guru Guru,TV,38,7.42,1625
Doraemon Movie 11: Nobita to Animal Planet,Movie,1,7.42,1581
Doraemon Movie 13: Nobita to Kumo no Oukoku,Movie,1,7.42,1817
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Movie,1,7.42,754
Hanayamata,TV,12,7.42,55536
Heisei Tanuki Gassen Ponpoko,Movie,1,7.42,34263
Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,Movie,1,7.42,8349
Himitsu: The Revelation,TV,26,7.42,11761
Ikoku Meiro no Croisee Special,Special,1,7.42,5950
Kami nomi zo Shiru Sekai: 4-nin to Idol,OVA,1,7.42,57797
Kimi ni Todoke 2nd Season Specials,Special,3,7.42,23498
Kindaichi Shounen no Jikenbo Returns,TV,25,7.42,8128
Kuroko no Basket: Oshaberi Shiyokka,Special,1,7.42,23937
Matantei Loki Ragnarok,TV,26,7.42,25098
MAR,TV,102,7.42,28968
Mobile Suit Gundam Seed Destiny Special Edition,Special,4,7.42,7799
Onegai?Teacher: Himitsu na Futari,OVA,1,7.42,32134
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",OVA,1,7.42,35583
Phi Brain: Kami no Puzzle - Orpheus Order-hen,TV,25,7.42,29878
Phi Brain: Kami no Puzzle - Shukuteki! Ratsel-hen,TV,25,7.42,20424
Saint Seiya: Shinku no Shounen Densetsu,Movie,1,7.42,8849
Saint Seiya: Tenkai-hen Josou - Overture,Movie,1,7.42,11705
Seikai no Monshou Special,Special,1,7.42,2439
Slayers Gorgeous,Movie,1,7.42,12755
Slayers Return,Movie,1,7.42,12909
Taiho Shichau zo The Movie,Movie,1,7.42,4029
Taishou Yakyuu Musume.,TV,12,7.42,12248
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,TV,12,7.42,21972
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,Movie,1,7.42,2319
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,Special,1,7.42,51816
07-Ghost,TV,25,7.41,126083
Aa! Megami-sama!,OVA,5,7.41,34590
Afro Samurai,TV,5,7.41,135708
Allison to Lillia,TV,26,7.41,27571
Aoyama Goushou Tanpenshuu,Special,7,7.41,2177
Chibi Maruko-chan Movie,Movie,1,7.41,980
Denpa Onna to Seishun Otoko Special,Special,1,7.41,34723
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,Movie,1,7.41,1240
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,Movie,1,7.41,1973
Ginga e Kickoff!!,TV,39,7.41,11907
Grappler Baki (TV),TV,24,7.41,23220
Hamatora The Animation,TV,12,7.41,133571
Heavy Object,TV,24,7.41,68382
IGPX: Immortal Grand Prix (2005) 2nd Season,TV,13,7.41,6863
Jyu Oh Sei,TV,11,7.41,44766
Kaichou wa Maid-sama!: Goshujinsama to Asonjao?,Special,1,7.41,41241
Kimi ga Nozomu Eien,TV,14,7.41,90379
Kiniro Mosaic,TV,12,7.41,78131
Konjiki no Gash Bell!!: 101 Banme no Mamono,Movie,1,7.41,4425
Maria-sama ga Miteru 4th Specials,Special,11,7.41,3659
Masuda Kousuke Gekijou Gag Manga Biyori +,TV,12,7.41,1123
Minami-ke Okawari,TV,13,7.41,50837
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,Movie,1,7.41,37069
Noir,TV,26,7.41,66036
One Piece: Episode of Alabasta - Prologue,OVA,1,7.41,4225
Petshop of Horrors,TV,4,7.41,32696
Plastic Neesan,ONA,12,7.41,83977
Potemayo,TV,12,7.41,11411
Precure All Stars Movie DX: Minna Tomodachi?Kiseki no Zenin Daishuugou!,Movie,1,7.41,2957
Rail of the Star: A True Story of Children,Movie,1,7.41,1302
Saiunkoku Monogatari Soushuuhen,Special,9,7.41,3263
Selector Infected WIXOSS,TV,12,7.41,80964
Slayers Great,Movie,1,7.41,12760
Souten Kouro,TV,26,7.41,9852
Tabisuru Nuigurumi: Traveling Daru,OVA,1,7.41,2565
Tenchi Muyou! Ryououki 3rd Season,OVA,6,7.41,12242
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",Special,1,7.41,2602
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,Special,6,7.40,19758
Canaan,TV,13,7.40,123217
Cardfight!! Vanguard: Link Joker-hen,TV,59,7.40,9075
Choujigen Game Neptune The Animation OVA,OVA,1,7.40,16067
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Movie,1,7.40,704
Digimon Adventure 02: Diablomon no Gyakushuu,Movie,1,7.40,31961
Doraemon Movie 01: Nobita no Kyouryuu,Movie,1,7.40,1773
Dragon Ball: Episode of Bardock,Special,1,7.40,29030
Harukanaru Toki no Naka de: Maihitoyo,Movie,1,7.40,4019
Ihatov Gensou: Kenji no Haru,Movie,1,7.40,3607
Inukami!,TV,26,7.40,47882
Irregular Hunter X: The Day of Sigma,OVA,1,7.40,6348
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,TV,12,7.40,14911
Mai-Otome,TV,26,7.40,36924
Masuda Kousuke Gekijou Gag Manga Biyori,TV,12,7.40,5423
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,OVA,1,7.40,44450
Musashi no Ken,TV,72,7.40,971
Natsu no Arashi!,TV,13,7.40,30098
Nazo no Kanojo X,TV,13,7.40,99788
Nogizaka Haruka no Himitsu: Finale,OVA,4,7.40,20660
Onegai My Melody: Kuru Kuru Shuffle!,TV,52,7.40,1962
Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,Movie,1,7.40,46887
Ramayana: The Legend of Prince Rama,Movie,1,7.40,517
Rockman.EXE Movie: Hikari to Yami no Program,Movie,1,7.40,2562
Seitokai no Ichizon Lv.2: Watasu Seitokai,OVA,1,7.40,11554
Sekirei,TV,12,7.40,182713
Sekirei: Pure Engagement - Kanwa ni Dai,Special,1,7.40,26719
Senjou no Valkyria 3: Tagatame no Juusou,OVA,2,7.40,9847
Tetsuwan Birdy Decode: The Cipher,OVA,1,7.40,12944
The Sky Crawlers,Movie,1,7.40,32660
The Third: Aoi Hitomi no Shoujo,TV,24,7.40,14304
Vampire Knight,TV,13,7.40,286826
Witchblade,TV,24,7.40,64697
Wonderful Rush,Music,1,7.40,6807
After War Gundam X,TV,39,7.39,19132
Air Movie,Movie,1,7.39,44179
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,OVA,3,7.39,4238
Doraemon Movie 17: Nobita to Ginga Express,Movie,1,7.39,1342
Doraemon: 2112-nen Doraemon Tanjou,Movie,1,7.39,1277
Doraemon: Doraemon Comes Back,Special,1,7.39,723
Druaga no Tou: The Sword of Uruk,TV,12,7.39,46237
Fate/kaleid liner Prisma?Illya 2wei Herz!,TV,10,7.39,42499
Fullmetal Alchemist: Reflections,Special,1,7.39,24987
Genius Party,Movie,7,7.39,18612
Genius Party Beyond,Movie,5,7.39,10660
Gosenzo-sama Banbanzai!,OVA,6,7.39,2095
H2,TV,41,7.39,4450
Haha wo Tazunete Sanzenri,TV,52,7.39,3685
Haikara-san ga Tooru,TV,42,7.39,1155
Hunter x Hunter Movie: Phantom Rouge,Movie,1,7.39,44589
Kaidan Restaurant,TV,23,7.39,9994
Koutetsujou no Kabaneri,TV,12,7.39,253027
Kuroshitsuji Picture Drama,Special,1,7.39,12446
Machine-Doll wa Kizutsukanai,TV,12,7.39,136751
Monster Musume no Iru Nichijou,TV,12,7.39,181845
Nyan Koi!,TV,12,7.39,142264
Ookiku Furikabutte: Natsu no Scorebook,OVA,2,7.39,2167
Ranma ?: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Movie,1,7.39,13073
Ranma ?: Nettou Uta Gassen,OVA,2,7.39,3676
Rumiko Takahashi Anthology,TV,13,7.39,3420
Saber Marionette J to X,TV,26,7.39,8862
Sankarea: Wagahai mo... Zombie de Aru...,Special,1,7.39,36573
Shaman King Specials,Special,5,7.39,12148
Slayers: The Motion Picture,Movie,1,7.39,16046
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,OVA,1,7.39,6870
The Rose and Women of Versailles,Special,1,7.39,1628
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Movie,1,7.39,33633
Abenobashi Mahou?Shoutengai,TV,13,7.38,47752
Angel Heart,TV,50,7.38,9550
Area no Kishi,TV,37,7.38,38310
Ayashi no Ceres,TV,24,7.38,38336
Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Special,1,7.38,9418
Bakemonogatari Recap,Special,1,7.38,28557
Basquash!,TV,26,7.38,30323
Black Jack the Movie,Movie,1,7.38,6404
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,Movie,1,7.38,1139
Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,OVA,1,7.38,7627
Gakuen Utopia Manabi Straight!,TV,12,7.38,19315
Gun x Sword,TV,26,7.38,45921
Hiiro no Kakera Dai Ni Shou,TV,13,7.38,26617
Kuruneko Season 2,TV,49,7.38,675
Kyoushoku Soukou Guyver (2005),TV,26,7.38,12337
Lupin III: Fuuma Ichizoku no Inbou,Movie,1,7.38,4018
Mikan Enikki,TV,30,7.38,1096
Oh! Edo Rocket,TV,26,7.38,8221
Ookami-san to Shichinin no Nakama-tachi,TV,12,7.38,145982
Planetarian: Hoshi no Hito,Movie,1,7.38,9461
Rain Town,ONA,1,7.38,12489
Ranma ?: Battle ga Ippai 29-nin no Korinai Yatsura,OVA,1,7.38,2242
RideBack,TV,12,7.38,32835
Saki Achiga-hen: Episode of Side-A,TV,12,7.38,22358
School Rumble San Gakki,OVA,2,7.38,41898
Shikabane Hime: Aka,TV,13,7.38,71502
Solty Rei,TV,24,7.38,17943
Soukyuu no Fafner: Dead Aggressor,TV,25,7.38,27516
Spiral: Suiri no Kizuna,TV,25,7.38,36187
The iDOLM@STER Cinderella Girls 2nd Season,TV,12,7.38,16736
Tiger Mask,TV,105,7.38,4031
Tokyo Marble Chocolate,OVA,2,7.38,15425
Zoids Genesis,TV,50,7.38,9559
Amagami SS OVA,OVA,6,7.37,31010
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Special,1,7.37,15135
Captain Tsubasa J,TV,47,7.37,13927
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,52,7.37,3363
D.C.II S.S.: Da Capo II Second Season,TV,13,7.37,20581
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,OVA,1,7.37,10294
Digimon Adventure 02,TV,50,7.37,120268
Doraemon Movie 12: Nobita no Dorabian Nights,Movie,1,7.37,1833
Fushigi Yuugi OVA 2,OVA,6,7.37,13508
Galaxy Angel 3 Specials,Special,2,7.37,2574
Galaxy Angel 4,TV,13,7.37,5046
Ghost in the Shell: Nyuumon Arise,TV,26,7.37,4636
Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Special,26,7.37,14240
Girls und Panzer der Film: Arisu War!,Special,1,7.36,6548
Hellsing: The Dawn,Special,3,7.37,40548
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,Special,6,7.37,18288
High School DxD Specials,Special,6,7.37,75439
Hunter x Hunter Pilot,OVA,1,7.37,10375
Jewelpet Twinkle?: Hohoemi no Niji ni Dokki?Doki!,Special,1,7.37,555
Jormungand: Perfect Order - First Stage Soushuuhen,Special,1,7.37,6522
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",Movie,1,7.37,1577
Mangaka-san to Assistant-san to The Animation,TV,12,7.37,108642
Mangaka-san to Assistant-san to The Animation Specials,Special,6,7.37,21564
Mazinkaiser: Shitou! Ankoku Dai Shogun,OVA,1,7.37,2216
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Movie,1,7.37,5705
Nichijou: Nichijou no 0-wa,OVA,1,7.37,37342
One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Special,1,7.37,18307
Shinryaku! Ika Musume Specials,Special,2,7.37,14497
Slayers Revolution,TV,13,7.37,23679
Sola,TV,13,7.37,71172
Star Driver: Kagayaki no Takuto,TV,25,7.37,66084
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Movie,1,7.37,34272
Uta no?Prince-samad Maji Love 1000%,TV,13,7.37,105723
Uta no?Prince-samad Maji Love Legend Star,TV,13,7.37,12757
Yamada-kun to 7-nin no Majo,ONA,1,7.37,23937
Yokohama Kaidashi Kikou,OVA,2,7.37,12389
.hack//Quantum,OVA,3,7.36,26163
Bubblegum Crisis,OVA,8,7.36,17268
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,TV,13,7.36,151928
Cencoroll,Movie,1,7.36,56370
Cybersix,TV,13,7.36,3607
Cyborg 009: The Cyborg Soldier,TV,52,7.36,14867
Danball Senki Wars,TV,37,7.36,1880
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Movie,1,7.36,51083
Higurashi no Naku Koro ni Kaku: Outbreak,OVA,1,7.36,33381
Ixion Saga DT,TV,25,7.36,52569
Karneval (TV),TV,13,7.36,108174
Kimi no Kokoro wa Kagayaiteru kai?,Music,1,7.35,2762
